student_id,phase,class,name,birth_year,age_2022,gender,admission_year,school_institution,inde_2022,iaa,ieg,ips,ida,math,portuguese,english,indicated_for_intervention,achieved_turning_point,ipv,ian,Fase ideal,deficiency,year,Defasagem,Ativo/ Inativo,Pedra 2023,Nome Anonimizado,age,Fase Ideal,inde_2023,ipp,Data de Nasc,inde_2024
RA-466,2,U,Aluno-466,2009,13,Menino,2022,Escola Pública,6.826,8.5,9.7,7.5,3.3,0.5,6.0,,Não,Não,7.556,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-467,2,U,Aluno-467,2009,13,Menina,2022,Escola Pública,6.38,5.8,8.4,5.0,5.5,5.0,6.0,,Não,Não,7.111,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-468,2,U,Aluno-468,2009,13,Menino,2022,Escola Pública,6.313,9.5,6.7,7.5,4.1,4.5,3.7,,Não,Não,6.722,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-469,2,U,Aluno-469,2011,11,Menina,2022,Escola Pública,7.624,9.0,9.6,5.0,5.7,6.2,5.2,,Não,Não,7.833,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-470,2,U,Aluno-470,2009,13,Menina,2019,Escola Pública,7.378,8.0,9.7,7.5,6.3,5.3,7.3,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-471,2,U,Aluno-471,2009,13,Menina,2020,Escola Pública,6.535,3.5,8.5,5.0,6.3,5.7,6.8,,Não,Não,8.056,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-472,2,U,Aluno-472,2010,12,Menina,2022,Escola Pública,5.93,9.0,7.0,7.5,2.0,1.8,2.2,,Não,Não,7.056,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-473,2,U,Aluno-473,2010,12,Menino,2019,Escola Pública,5.915,8.0,6.1,7.5,4.3,4.5,4.0,,Não,Não,5.889,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-474,2,U,Aluno-474,2009,13,Menino,2019,Escola Pública,6.446,9.5,9.1,7.5,3.0,1.3,4.7,,Não,Não,6.0,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-475,2,U,Aluno-475,2010,12,Menina,2022,Escola Pública,7.199,8.5,9.2,7.5,5.8,3.3,8.3,,Não,Não,7.667,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-476,2,U,Aluno-476,2010,12,Menina,2019,Escola Pública,6.931,9.0,9.3,4.4,5.5,5.0,6.0,,Não,Não,7.556,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-477,2,U,Aluno-477,2009,13,Menino,2022,Escola Pública,3.633,0.0,5.0,5.6,0.7,0.3,1.0,,Não,Não,4.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-478,2,U,Aluno-478,2010,12,Menina,2019,Escola Pública,6.709,8.5,9.1,5.6,4.9,3.8,6.0,,Não,Não,7.056,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-479,1,A,Aluno-479,2012,10,Menino,2020,Rede Decisão,8.465,8.0,9.2,7.5,9.8,10.0,9.7,,Não,Sim,9.5,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-480,1,A,Aluno-480,2012,10,Menina,2021,Escola Pública,7.502,9.0,8.8,7.5,6.3,6.8,5.7,,Sim,Sim,8.444,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-481,1,A,Aluno-481,2013,9,Menino,2021,Escola Pública,7.21,9.0,8.0,7.5,5.2,5.7,4.7,,Não,Não,6.889,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-482,1,A,Aluno-482,2011,11,Menino,2021,Escola Pública,6.866,10.0,7.9,7.5,5.5,4.3,6.7,,Não,Não,6.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-483,1,A,Aluno-483,2011,11,Menina,2019,Escola Pública,5.263,9.0,4.8,5.0,2.4,2.0,2.8,,Não,Não,6.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-484,1,A,Aluno-484,2011,11,Menino,2022,Escola Pública,6.71,9.5,8.7,5.0,6.5,8.0,5.0,,Não,Não,6.389,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-485,1,A,Aluno-485,2012,10,Menino,2020,Escola Pública,4.742,9.5,4.0,7.5,1.2,1.0,1.3,,Não,Não,5.444,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-486,1,A,Aluno-486,2012,10,Menina,2020,Escola Pública,7.621,10.0,9.9,7.5,7.3,6.7,7.8,,Não,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-487,1,A,Aluno-487,2012,10,Menina,2019,Rede Decisão,8.417,7.5,9.7,7.5,9.6,9.7,9.5,,Não,Sim,9.333,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-488,1,A,Aluno-488,2012,10,Menina,2022,Escola Pública,7.413,8.5,8.8,7.5,7.3,6.0,8.5,,Não,Não,7.722,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-489,1,A,Aluno-489,2013,9,Menina,2022,Escola Pública,5.853,9.0,7.2,7.5,0.0,0.0,0.0,,Não,Não,6.5,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-490,1,A,Aluno-490,2012,10,Menina,2022,Escola Pública,7.576,7.9,8.2,7.5,7.7,6.0,9.3,,Não,Sim,8.722,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-491,1,A,Aluno-491,2011,11,Menino,2022,Escola Pública,7.461,7.5,9.7,7.5,7.0,6.0,8.0,,Não,Não,7.722,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-492,1,A,Aluno-492,2011,11,Menina,2022,Escola Pública,7.678,10.0,8.8,7.5,7.1,8.2,6.0,,Não,Não,8.278,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-493,1,B,Aluno-493,2013,9,Menina,2020,Escola Pública,8.306,10.0,9.4,7.5,7.2,7.3,7.0,,Não,Não,8.278,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-494,1,B,Aluno-494,2011,11,Menina,2022,Escola Pública,6.407,6.4,8.3,5.0,5.8,6.3,5.2,,Não,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-495,1,B,Aluno-495,2011,11,Menino,2022,Escola Pública,7.857,9.0,8.9,7.5,8.4,8.0,8.8,,Não,Não,8.056,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-496,1,B,Aluno-496,2011,11,Menino,2018,Escola Pública,6.683,8.5,6.8,7.5,5.7,5.8,5.5,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-497,1,B,Aluno-497,2009,13,Menina,2016,Rede Decisão,6.323,6.9,9.2,5.0,5.1,4.2,6.0,,Não,Não,5.833,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-498,1,B,Aluno-498,2011,11,Menina,2018,Escola Pública,7.7,8.5,8.8,7.5,8.8,8.0,9.5,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-499,1,B,Aluno-499,2012,10,Menino,2020,Escola Pública,7.826,8.5,10.0,7.5,8.2,8.2,8.2,,Não,Não,7.444,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-500,1,B,Aluno-500,2012,10,Menina,2020,Escola Pública,8.232,9.0,10.0,7.5,9.5,9.5,9.5,,Sim,Não,7.889,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-501,1,B,Aluno-501,2013,9,Menino,2021,Escola Pública,7.794,8.5,8.8,7.5,6.8,8.0,5.7,,Não,Não,7.333,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-502,1,B,Aluno-502,2014,8,Menina,2021,Rede Decisão,8.287,9.5,9.7,7.5,7.4,6.7,8.2,,Não,Não,7.778,10.0,ALFA  (2º e 3º ano),1,PEDE2022,,,,,,,,,,
RA-503,1,B,Aluno-503,2012,10,Menino,2020,Escola Pública,7.95,8.5,10.0,7.5,8.8,8.7,9.0,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-504,1,B,Aluno-504,2013,9,Menina,2021,Escola Pública,8.072,8.5,8.9,7.5,8.0,7.8,8.2,,Não,Não,7.556,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-505,1,B,Aluno-505,2011,11,Menina,2019,Escola Pública,7.591,9.5,8.0,7.5,8.4,8.2,8.7,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-506,1,B,Aluno-506,2010,12,Menino,2020,Escola Pública,7.132,9.5,7.3,7.5,7.2,8.3,6.0,,Não,Não,7.278,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-507,1,C,Aluno-507,2011,11,Menina,2021,Escola Pública,7.653,8.5,10.0,7.5,7.4,7.3,7.5,,Não,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-508,1,C,Aluno-508,2012,10,Menino,2022,Escola Pública,6.575,8.0,7.4,7.5,4.5,0.0,9.0,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-509,1,C,Aluno-509,2010,12,Menina,2018,Escola Pública,7.808,9.0,8.2,7.5,9.2,9.3,9.0,,Sim,Não,7.833,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-510,1,C,Aluno-510,2010,12,Menino,2022,Escola Pública,7.336,8.0,9.3,7.5,7.1,5.8,8.3,,Não,Não,7.056,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-511,1,C,Aluno-511,2012,10,Menina,2022,Escola Pública,7.094,8.0,10.0,7.5,5.3,2.0,8.5,,Não,Não,7.056,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-512,1,C,Aluno-512,2012,10,Menina,2022,Escola Pública,7.365,9.0,9.3,7.5,6.2,5.3,7.0,,Não,Não,7.722,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-513,1,C,Aluno-513,2013,9,Menino,2021,Escola Pública,8.229,9.0,9.6,5.6,8.3,8.2,8.5,,Não,Não,7.778,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-514,1,C,Aluno-514,2013,9,Menina,2022,Escola Pública,7.039,8.0,9.7,7.5,4.8,2.0,7.5,,Não,Não,5.889,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-515,1,C,Aluno-515,2010,12,Menino,2022,Escola Pública,6.582,8.0,6.3,7.5,5.8,8.5,3.2,,Não,Não,7.556,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-516,1,C,Aluno-516,2013,9,Menino,2019,Rede Decisão,8.903,10.0,9.7,7.5,9.9,10.0,9.8,,Não,Não,8.056,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-517,1,D,Aluno-517,2010,12,Menina,2017,Escola Pública,7.604,6.9,9.5,7.5,7.7,7.8,7.5,,Não,Não,7.833,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-518,1,D,Aluno-518,2012,10,Menino,2022,Escola Pública,7.661,9.0,9.4,7.5,7.5,6.0,9.0,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-519,1,D,Aluno-519,2013,9,Menino,2022,Escola Pública,8.0,7.4,9.6,7.5,7.5,7.0,8.0,,Não,Não,7.333,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-520,1,D,Aluno-520,2011,11,Menina,2022,Escola Pública,7.035,10.0,6.8,7.5,6.8,5.0,8.5,,Não,Não,7.278,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-521,1,D,Aluno-521,2013,9,Menino,2022,Escola Pública,7.725,9.0,10.0,5.0,6.0,5.0,7.0,,Não,Não,7.5,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-522,1,D,Aluno-522,2013,9,Menino,2021,Escola Pública,8.306,9.5,9.1,7.5,7.5,7.0,8.0,,Não,Não,8.167,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-523,1,D,Aluno-523,2011,11,Menina,2022,Escola Pública,7.591,10.0,9.5,7.5,6.5,5.0,8.0,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-524,1,D,Aluno-524,2011,11,Menino,2019,Escola Pública,6.947,0.0,9.4,5.0,9.1,9.0,9.2,,Sim,Não,8.056,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-525,1,D,Aluno-525,2011,11,Menina,2021,Escola Pública,8.013,9.0,9.3,7.5,8.6,8.3,8.8,,Não,Não,8.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-526,1,D,Aluno-526,2010,12,Menino,2022,Escola Pública,8.079,10.0,9.9,7.5,8.0,7.7,8.3,,Não,Não,8.167,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-527,1,D,Aluno-527,2013,9,Menina,2022,Escola Pública,8.025,8.5,10.0,7.5,6.5,5.0,8.0,,Não,Não,7.5,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-528,1,D,Aluno-528,2011,11,Menino,2021,Escola Pública,5.335,0.0,6.2,7.5,4.0,5.3,2.7,,Não,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-529,1,D,Aluno-529,2010,12,Menino,2020,Escola Pública,6.51,8.5,8.9,5.0,5.2,3.3,7.0,,Não,Não,6.556,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-530,1,E,Aluno-530,2012,10,Menino,2019,Escola Pública,8.338,10.0,9.0,7.5,8.9,9.0,8.8,,Sim,Sim,9.056,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-531,1,E,Aluno-531,2012,10,Menino,2022,Escola Pública,8.057,9.5,9.8,7.5,7.8,8.7,7.0,,Sim,Não,8.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-532,1,E,Aluno-532,2013,9,Menina,2022,Escola Pública,7.792,9.5,9.7,7.5,5.5,4.0,7.0,,Não,Não,7.167,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-533,1,E,Aluno-533,2012,10,Menino,2022,Escola Pública,6.962,8.5,8.8,5.6,6.0,5.0,7.0,,Não,Não,7.333,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-534,1,E,Aluno-534,2010,12,Menina,2021,Escola Pública,7.131,9.0,7.4,7.5,7.1,6.5,7.7,,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-535,1,F,Aluno-535,2012,10,Menina,2019,Escola Pública,6.953,9.0,9.2,7.5,5.1,4.7,5.5,,Não,Não,6.917,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-536,1,F,Aluno-536,2012,10,Menina,2020,Escola Pública,7.106,9.5,8.9,5.6,6.0,6.3,5.7,,Não,Não,7.75,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-537,1,F,Aluno-537,2012,10,Menino,2022,Escola Pública,6.641,9.5,9.0,4.4,4.8,2.5,7.0,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-538,1,F,Aluno-538,2009,13,Menino,2022,Escola Pública,6.309,8.5,7.5,5.6,6.8,4.5,9.0,,Não,Não,5.583,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-539,1,F,Aluno-539,2011,11,Menina,2022,Escola Pública,7.665,8.5,9.3,6.9,7.5,6.8,8.2,,Não,Sim,8.417,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-540,1,F,Aluno-540,2012,10,Menina,2019,Escola Pública,7.303,8.5,9.5,5.6,7.0,6.8,7.2,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-541,1,F,Aluno-541,2008,14,Menino,2022,Escola Pública,5.427,10.0,7.8,6.9,2.5,0.0,5.0,,Não,Não,5.0,2.5,Fase 4 (9º ano),-3,PEDE2022,,,,,,,,,,
RA-542,1,F,Aluno-542,2011,11,Menina,2019,Escola Pública,7.221,8.0,9.8,6.3,6.5,5.3,7.7,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-543,1,F,Aluno-543,2012,10,Menina,2022,Escola Pública,7.05,8.5,9.8,4.4,6.5,5.0,8.0,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-544,1,F,Aluno-544,2012,10,Menino,2022,Escola Pública,6.307,9.5,9.7,5.6,3.3,1.0,5.5,,Não,Não,6.0,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-545,1,G,Aluno-545,2009,13,Menino,2018,Escola Pública,6.723,9.5,6.6,7.5,5.5,4.3,6.7,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-546,1,G,Aluno-546,2011,11,Menina,2021,Escola Pública,6.77,9.0,7.9,5.0,5.6,3.3,7.8,,Não,Não,7.917,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-547,1,G,Aluno-547,2011,11,Menina,2019,Escola Pública,7.745,9.5,9.7,5.0,7.6,7.3,7.8,,Não,Sim,8.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-548,1,G,Aluno-548,2010,12,Menino,2019,Escola Pública,7.292,8.0,9.1,6.9,7.2,5.7,8.7,,Não,Não,7.583,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-549,1,G,Aluno-549,2012,10,Menino,2021,Escola Pública,6.301,10.0,7.9,6.9,4.2,2.2,6.2,,Não,Não,6.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-550,1,G,Aluno-550,2010,12,Menina,2022,Escola Pública,6.026,9.0,9.0,6.9,1.9,2.0,1.8,,Não,Não,6.25,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-551,1,G,Aluno-551,2010,12,Menina,2018,Escola Pública,6.853,8.5,7.3,6.9,6.6,5.0,8.2,,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-552,1,G,Aluno-552,2011,11,Menino,2022,Escola Pública,6.625,9.5,8.8,5.0,5.5,6.0,5.0,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-553,1,G,Aluno-553,2011,11,Menina,2019,Escola Pública,6.39,9.5,6.9,6.9,3.3,1.0,5.7,,Não,Não,8.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-554,1,G,Aluno-554,2010,12,Menino,2017,Escola Pública,5.588,7.9,6.0,6.9,4.0,1.7,6.3,,Não,Não,5.75,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-555,1,G,Aluno-555,2010,12,Menino,2019,Escola Pública,5.949,9.5,8.1,5.0,4.4,1.8,7.0,,Não,Não,5.167,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-556,1,G,Aluno-556,2011,11,Menina,2018,Escola Pública,7.181,9.0,8.8,5.0,6.4,4.8,8.0,,Não,Não,8.25,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-557,1,H,Aluno-557,2012,10,Menino,2019,Escola Pública,8.334,10.0,8.4,7.5,9.4,10.0,8.8,,Sim,Sim,9.333,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-558,1,H,Aluno-558,2008,14,Menino,2022,Escola Pública,5.539,9.0,8.5,5.0,4.3,0.5,8.0,,Não,Não,4.5,2.5,Fase 4 (9º ano),-3,PEDE2022,,,,,,,,,,
RA-559,1,H,Aluno-559,2011,11,Menino,2021,Escola Pública,7.634,9.5,9.2,7.5,7.1,7.2,7.0,,Não,Não,8.083,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-560,1,H,Aluno-560,2011,11,Menino,2020,Escola Pública,4.949,6.9,7.2,5.0,3.8,3.2,4.3,,Não,Não,3.75,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-561,1,H,Aluno-561,2011,11,Menino,2022,Escola Pública,7.856,9.0,9.0,7.5,7.4,9.5,5.3,,Sim,Sim,8.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-562,1,H,Aluno-562,2011,11,Menina,2021,Escola Pública,7.855,8.0,9.0,7.5,8.0,8.3,7.7,,Não,Sim,8.75,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-563,1,H,Aluno-563,2011,11,Menina,2020,Escola Pública,8.22,10.0,9.2,7.5,8.5,9.0,8.0,,Sim,Sim,8.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-564,1,H,Aluno-564,2009,13,Menino,2019,Escola Pública,4.972,9.5,3.8,5.0,2.3,2.5,2.0,,Não,Não,6.833,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-565,1,H,Aluno-565,2009,13,Menino,2022,Escola Pública,5.233,9.0,4.1,7.5,2.9,4.0,1.8,,Não,Não,5.917,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-566,1,H,Aluno-566,2010,12,Menina,2022,Escola Pública,7.729,9.5,8.4,7.5,8.5,9.5,7.5,,Não,Não,7.917,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-567,1,H,Aluno-567,2011,11,Menino,2019,Escola Pública,6.281,9.5,6.0,7.5,4.8,4.3,5.2,,Não,Não,6.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-568,1,J,Aluno-568,2008,14,Menino,2018,Escola Pública,7.306,8.0,8.6,6.9,8.3,8.0,8.5,,Não,Não,7.944,2.5,Fase 4 (9º ano),-3,PEDE2022,,,,,,,,,,
RA-569,1,J,Aluno-569,2010,12,Menina,2020,Escola Pública,7.074,9.5,8.7,5.0,6.8,6.3,7.3,,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-570,1,J,Aluno-570,2012,10,Menina,2019,Escola Pública,5.722,9.0,7.0,7.5,1.3,0.7,2.0,,Não,Não,6.778,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-571,1,J,Aluno-571,2011,11,Menina,2019,Escola Pública,6.589,8.5,8.8,7.5,3.7,3.3,4.0,,Não,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-572,1,J,Aluno-572,2013,9,Menino,2022,Escola Pública,7.48,8.5,8.0,7.5,6.8,4.5,9.0,,Não,Não,6.833,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-573,1,J,Aluno-573,2011,11,Menino,2020,Escola Pública,8.261,9.5,9.9,7.5,8.2,8.3,8.0,,Sim,Sim,8.944,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-574,1,J,Aluno-574,2012,10,Menino,2022,Escola Pública,6.86,9.5,7.2,5.0,7.5,5.5,9.5,,Não,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-575,1,J,Aluno-575,2010,12,Menino,2019,Escola Pública,5.889,8.0,6.1,7.5,2.8,2.7,3.0,,Não,Não,7.0,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-576,1,J,Aluno-576,2012,10,Menina,2022,Escola Pública,7.59,9.5,9.1,7.5,7.8,7.5,8.0,,Não,Não,7.111,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-577,1,J,Aluno-577,2012,10,Menina,2022,Escola Pública,7.862,9.5,9.3,7.5,9.0,8.3,9.7,,Não,Não,7.111,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-578,1,J,Aluno-578,2012,10,Menino,2019,Escola Pública,8.814,9.5,10.0,8.8,9.5,9.3,9.7,,Sim,Sim,9.611,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-579,1,J,Aluno-579,2012,10,Menina,2022,Escola Pública,6.067,8.5,5.8,7.5,3.8,0.0,7.5,,Não,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-580,1,J,Aluno-580,2012,10,Menina,2020,Escola Pública,7.525,8.0,9.6,7.5,7.6,6.3,8.8,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-581,1,J,Aluno-581,2012,10,Menino,2019,Escola Pública,6.464,7.5,8.9,7.5,5.0,5.3,4.7,,Não,Não,5.889,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-582,1,J,Aluno-582,2012,10,Menina,2022,Escola Pública,7.064,10.0,9.0,7.5,4.9,4.3,5.5,,Não,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-583,1,J,Aluno-583,2010,12,Menina,2019,Escola Pública,7.456,8.5,9.4,7.5,7.1,6.2,8.0,,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-584,1,J,Aluno-584,2012,10,Menina,2019,Escola Pública,6.714,8.0,8.5,7.5,4.6,4.5,4.7,,Não,Não,7.333,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-585,1,K,Aluno-585,2013,9,Menina,2020,Escola Pública,7.398,8.5,9.1,7.5,5.0,3.7,6.3,,Não,Não,6.889,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-586,1,K,Aluno-586,2012,10,Menina,2021,Rede Decisão,7.988,10.0,9.6,5.6,8.2,8.2,8.2,,Não,Sim,8.778,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
