student_id,phase,class,name,birth_year,age_2022,gender,admission_year,school_institution,inde_2022,iaa,ieg,ips,ida,math,portuguese,english,indicated_for_intervention,achieved_turning_point,ipv,ian,Fase ideal,deficiency,year,Defasagem,Ativo/ Inativo,Pedra 2023,Nome Anonimizado,age,Fase Ideal,inde_2023,ipp,Data de Nasc,inde_2024
RA-709,0,F,Aluno-709,2012,10,Menina,2022,Escola Pública,5.313,9.5,3.5,7.5,2.3,2.3,2.3,,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-710,0,G,Aluno-710,2012,10,Menino,2020,Escola Pública,7.285,9.5,8.9,5.0,6.9,7.0,6.8,,Não,Não,8.0,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-711,0,G,Aluno-711,2013,9,Menino,2022,Escola Pública,6.04,9.0,7.9,6.3,3.5,4.0,3.0,,Não,Não,6.0,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-712,0,G,Aluno-712,2011,11,Menino,2019,Escola Pública,6.026,8.0,5.1,5.0,8.0,8.7,7.3,,Não,Não,5.833,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-713,0,G,Aluno-713,2013,9,Menino,2021,Escola Pública,7.42,10.0,8.7,7.5,7.8,8.0,7.7,,Não,Não,7.25,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-714,0,G,Aluno-714,2011,11,Menino,2019,Escola Pública,6.953,9.0,6.9,5.6,8.0,8.5,7.5,,Não,Não,7.25,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-715,0,G,Aluno-715,2013,9,Menina,2022,Escola Pública,6.656,8.5,8.7,4.4,4.9,4.8,5.0,,Não,Não,7.917,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-716,0,G,Aluno-716,2013,9,Menino,2022,Escola Pública,6.525,8.9,8.1,7.5,6.7,7.3,6.0,,Não,Não,5.417,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-717,0,G,Aluno-717,2012,10,Menina,2021,Escola Pública,6.832,9.0,7.3,7.5,5.4,5.0,5.8,,Não,Não,7.917,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-718,0,G,Aluno-718,2014,8,Menina,2022,Escola Pública,8.093,8.0,8.9,6.3,9.2,9.2,9.2,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-719,0,G,Aluno-719,2012,10,Menina,2021,Escola Pública,5.552,9.0,4.6,7.5,4.2,5.0,3.3,,Não,Não,6.083,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-720,0,G,Aluno-720,2013,9,Menina,2021,Escola Pública,6.731,8.0,5.9,7.5,7.6,7.3,7.8,,Não,Não,7.083,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-721,0,G,Aluno-721,2014,8,Menina,2021,Escola Pública,7.973,9.5,8.1,7.5,7.6,8.2,7.0,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-722,0,G,Aluno-722,2013,9,Menina,2021,Escola Pública,7.41,10.0,8.1,4.4,8.1,7.8,8.3,,Não,Não,8.333,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-723,0,H,Aluno-723,2014,8,Menina,2022,Escola Pública,7.426,10.0,6.6,8.1,5.5,5.3,5.7,,Não,Não,8.167,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-724,0,H,Aluno-724,2014,8,Menina,2022,Escola Pública,6.931,9.5,5.9,5.6,5.6,2.9,8.3,,Não,Não,8.0,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-725,0,H,Aluno-725,2014,8,Menino,2022,Escola Pública,6.33,8.0,5.9,8.1,5.0,4.0,6.0,,Não,Não,5.5,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-726,0,H,Aluno-726,2015,7,Menina,2022,Escola Pública,6.985,10.0,7.5,7.5,4.4,5.8,3.0,,Não,Não,6.583,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-727,0,H,Aluno-727,2014,8,Menino,2022,Escola Pública,7.736,9.0,7.7,8.1,8.4,9.3,7.4,,Não,Não,6.75,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-728,0,H,Aluno-728,2014,8,Menina,2022,Escola Pública,8.244,9.5,7.3,8.1,9.1,9.3,8.9,,Não,Não,8.167,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-729,0,H,Aluno-729,2014,8,Menina,2022,Escola Pública,8.155,10.0,8.7,8.1,8.1,8.5,7.8,,Não,Não,7.25,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-730,0,I,Aluno-730,2012,10,Menina,2021,Escola Pública,7.902,10.0,8.2,8.8,8.3,8.7,8.0,,Não,Não,8.25,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-731,0,I,Aluno-731,2012,10,Menina,2019,Escola Pública,7.151,9.0,8.5,6.9,7.3,7.3,7.2,,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-732,0,I,Aluno-732,2013,9,Menino,2022,Escola Pública,7.347,9.0,7.9,8.8,7.2,7.5,6.8,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-733,0,J,Aluno-733,2013,9,Menina,2022,Escola Pública,6.684,9.5,8.5,5.6,5.1,6.0,4.2,,Não,Não,6.917,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-734,0,J,Aluno-734,2012,10,Menina,2022,Escola Pública,6.952,9.5,7.2,5.6,7.3,8.0,6.5,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-735,0,J,Aluno-735,2012,10,Menina,2021,Escola Pública,7.485,9.0,9.0,5.6,7.3,7.8,6.7,,Não,Sim,8.583,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-736,0,J,Aluno-736,2012,10,Menino,2022,Escola Pública,6.707,9.0,8.5,5.6,5.4,4.7,6.2,,Não,Não,7.0,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-737,0,J,Aluno-737,2013,9,Menina,2022,Escola Pública,8.058,9.5,9.2,5.6,9.0,8.5,9.5,,Não,Sim,9.167,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-738,0,J,Aluno-738,2014,8,Menina,2022,Escola Pública,7.227,8.5,8.1,5.6,5.7,7.7,3.7,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-739,0,J,Aluno-739,2014,8,Menino,2022,Escola Pública,6.82,6.4,7.3,5.6,5.9,6.0,5.8,,Não,Não,7.083,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-740,0,J,Aluno-740,2013,9,Menina,2022,Escola Pública,7.218,8.5,9.0,5.6,7.2,7.3,7.0,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-741,0,J,Aluno-741,2012,10,Menina,2022,Escola Pública,6.896,9.5,8.4,5.6,6.3,7.3,5.2,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-742,0,J,Aluno-742,2013,9,Menina,2022,Escola Pública,7.097,8.5,8.7,5.0,7.3,8.3,6.2,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-743,0,J,Aluno-743,2013,9,Menina,2022,Escola Pública,6.672,10.0,7.9,5.6,4.8,4.8,4.8,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-744,0,J,Aluno-744,2014,8,Menina,2022,Escola Pública,7.742,9.5,9.7,5.6,6.2,6.0,6.3,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-745,0,J,Aluno-745,2013,9,Menino,2021,Rede Decisão,7.382,9.0,8.5,5.6,8.1,8.5,7.7,,Não,Não,7.75,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-746,0,J,Aluno-746,2014,8,Menino,2022,Escola Pública,7.656,8.0,9.1,5.6,7.2,7.7,6.7,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-747,0,K,Aluno-747,2011,11,Menina,2022,Escola Pública,7.676,10.0,7.6,7.5,8.8,8.2,9.4,,Sim,Não,7.917,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-748,0,K,Aluno-748,2013,9,Menino,2022,Escola Pública,8.084,10.0,9.0,7.5,9.1,9.6,8.6,,Sim,Não,8.25,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-749,0,K,Aluno-749,2013,9,Menino,2022,Escola Pública,7.484,9.5,7.7,7.5,8.8,9.5,8.1,,Não,Não,7.25,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-750,0,K,Aluno-750,2012,10,Menino,2019,Escola Pública,6.344,9.5,8.9,4.4,6.8,7.1,6.4,,Não,Não,5.167,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-751,0,K,Aluno-751,2011,11,Menino,2022,Escola Pública,5.246,8.5,5.8,7.5,3.8,2.7,4.9,,Não,Não,6.167,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-752,0,K,Aluno-752,2011,11,Menina,2022,Escola Pública,8.197,10.0,9.0,7.5,9.5,9.6,9.4,,Sim,Sim,8.417,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-753,0,K,Aluno-753,2014,8,Menina,2022,Escola Pública,8.481,9.5,8.6,7.5,9.1,9.4,8.8,,Sim,Sim,8.417,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-754,0,K,Aluno-754,2013,9,Menino,2022,Escola Pública,6.602,10.0,5.8,4.4,7.9,7.8,8.1,,Não,Não,6.917,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-755,0,K,Aluno-755,2014,8,Menino,2022,Escola Pública,8.566,9.5,9.2,6.9,9.5,9.8,9.3,,Sim,Não,8.083,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-756,0,K,Aluno-756,2013,9,Menino,2022,Escola Pública,6.976,10.0,7.9,7.5,5.7,5.6,5.8,,Não,Não,7.25,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-757,0,K,Aluno-757,2013,9,Menina,2022,Escola Pública,8.26,9.5,9.3,7.5,9.7,9.9,9.6,,Sim,Sim,8.5,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-758,0,L,Aluno-758,2013,9,Menino,2022,Escola Pública,7.911,9.0,9.1,7.5,8.1,8.0,8.2,,Não,Não,8.333,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-759,0,L,Aluno-759,2012,10,Menina,2021,Escola Pública,7.563,9.0,8.6,7.5,7.5,8.3,6.7,,Não,Não,7.833,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-760,0,L,Aluno-760,2011,11,Menino,2021,Escola Pública,8.172,9.0,9.2,7.5,8.8,9.3,8.2,,Não,Sim,8.917,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-761,0,L,Aluno-761,2013,9,Menino,2022,Escola Pública,8.06,10.0,9.4,7.5,8.2,8.8,7.5,,Não,Não,8.25,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-762,0,L,Aluno-762,2010,12,Menino,2022,Escola Pública,7.28,10.0,9.7,7.5,6.7,7.3,6.0,,Não,Não,7.083,2.5,Fase 3 (7º e 8º ano),-3,PEDE2022,,,,,,,,,,
RA-763,0,L,Aluno-763,2012,10,Menina,2021,Escola Pública,7.402,9.5,9.7,7.5,6.5,6.3,6.7,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-764,0,L,Aluno-764,2014,8,Menino,2022,Escola Pública,8.004,9.0,8.8,7.5,7.5,7.2,7.8,,Não,Não,7.667,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-765,0,L,Aluno-765,2013,9,Menino,2022,Escola Pública,6.902,8.5,9.3,7.5,4.3,5.0,3.7,,Não,Não,7.417,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-766,0,L,Aluno-766,2011,11,Menina,2020,Escola Pública,8.185,10.0,9.5,7.5,8.7,8.5,8.8,,Não,Não,8.333,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-767,0,L,Aluno-767,2012,10,Menino,2021,Escola Pública,7.511,9.5,9.0,7.5,7.0,7.3,6.7,,Não,Não,7.583,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-768,0,L,Aluno-768,2012,10,Menina,2021,Escola Pública,7.646,9.0,10.0,7.5,7.1,7.0,7.2,,Não,Não,7.583,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-769,0,M,Aluno-769,2013,9,Menina,2022,Escola Pública,7.598,10.0,7.5,7.5,7.9,9.6,6.2,,Sim,Sim,8.5,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-770,0,M,Aluno-770,2015,7,Menino,2022,Escola Pública,8.143,9.5,8.9,7.5,8.3,8.5,8.1,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-771,0,M,Aluno-771,2015,7,Menina,2022,Escola Pública,7.873,10.0,8.3,7.5,7.0,7.2,6.9,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-772,0,M,Aluno-772,2011,11,Menino,2021,Escola Pública,6.994,9.0,5.4,7.5,9.2,9.3,9.2,,Não,Não,7.25,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-773,0,M,Aluno-773,2013,9,Menina,2022,Escola Pública,6.922,10.0,6.8,5.0,8.1,9.3,6.8,,Não,Não,7.083,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-774,0,M,Aluno-774,2014,8,Menina,2022,Escola Pública,7.587,10.0,7.8,7.5,6.1,7.8,4.4,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-775,0,N,Aluno-775,2012,10,Menino,2021,Escola Pública,5.79,7.9,5.7,4.4,5.7,5.5,5.8,,Não,Não,6.417,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-776,0,N,Aluno-776,2013,9,Menina,2022,Escola Pública,3.898,0.0,4.3,4.4,1.7,0.0,3.3,,Não,Não,6.333,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-777,0,N,Aluno-777,2014,8,Menino,2022,Escola Pública,7.096,8.0,7.7,7.5,5.3,6.5,4.0,,Não,Não,7.0,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-778,0,N,Aluno-778,2013,9,Menina,2021,Escola Pública,7.432,10.0,6.7,7.5,7.1,6.0,8.2,,Não,Sim,8.833,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-779,0,N,Aluno-779,2012,10,Menino,2022,Escola Pública,5.702,9.5,5.0,7.5,2.6,2.2,3.0,,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-780,0,N,Aluno-780,2013,9,Menina,2022,Escola Pública,6.955,8.0,7.6,7.5,6.9,6.3,7.5,,Não,Não,7.167,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-781,0,N,Aluno-781,2013,9,Menina,2021,Escola Pública,7.786,10.0,8.9,7.5,8.3,8.0,8.5,,Não,Não,7.75,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-782,0,N,Aluno-782,2014,8,Menino,2022,Escola Pública,7.485,9.5,8.4,7.5,6.0,5.7,6.3,,Não,Não,7.0,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-783,0,N,Aluno-783,2014,8,Menino,2021,Escola Pública,6.996,9.5,5.8,7.5,6.0,4.7,7.3,,Não,Não,6.917,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-784,0,O,Aluno-784,2013,9,Menino,2022,Escola Pública,8.34,9.5,10.0,7.5,8.2,7.8,8.5,,Não,Sim,9.25,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-785,0,O,Aluno-785,2013,9,Menina,2022,Escola Pública,7.642,9.0,8.6,7.5,8.4,8.8,8.0,,Não,Não,7.667,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-786,0,O,Aluno-786,2011,11,Menino,2019,Escola Pública,7.004,9.0,9.5,5.6,6.1,6.3,5.8,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-787,0,O,Aluno-787,2014,8,Menino,2022,Escola Pública,7.205,8.5,9.5,7.5,3.4,4.2,2.7,,Não,Não,7.25,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-788,0,O,Aluno-788,2014,8,Menino,2021,Rede Decisão,8.264,10.0,9.3,5.6,8.0,7.8,8.2,,Não,Sim,8.667,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-789,0,O,Aluno-789,2015,7,Menina,2022,Escola Pública,7.405,9.0,9.4,7.5,4.2,3.7,4.7,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-790,0,O,Aluno-790,2011,11,Menina,2022,Escola Pública,7.504,9.0,8.9,7.5,7.8,8.5,7.2,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-791,0,O,Aluno-791,2011,11,Menina,2022,Escola Pública,7.507,9.5,8.7,7.5,6.5,6.3,6.7,,Não,Sim,8.5,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-792,0,O,Aluno-792,2013,9,Menina,2022,Escola Pública,7.025,9.5,8.0,7.5,6.2,6.5,5.8,,Não,Não,7.167,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-793,0,O,Aluno-793,2012,10,Menino,2022,Escola Pública,6.894,9.5,7.6,7.5,6.0,6.0,6.0,,Não,Não,7.333,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-794,0,O,Aluno-794,2014,8,Menina,2022,Escola Pública,7.335,9.5,8.9,7.5,4.1,3.7,4.5,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-795,0,O,Aluno-795,2014,8,Menina,2022,Escola Pública,8.064,9.0,9.7,7.5,7.3,8.0,6.5,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-796,0,Q,Aluno-796,2012,10,Menina,2022,Escola Pública,7.232,9.5,9.3,7.5,5.4,5.8,5.0,,Não,Não,7.667,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-797,0,Q,Aluno-797,2012,10,Menino,2021,Escola Pública,7.217,9.0,8.5,7.5,7.3,8.2,6.5,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-798,0,Q,Aluno-798,2012,10,Menino,2022,Escola Pública,7.049,8.0,8.3,7.5,6.3,7.0,5.7,,Não,Não,7.667,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-799,0,Q,Aluno-799,2012,10,Menina,2022,Escola Pública,7.676,8.0,9.6,7.5,7.8,8.5,7.2,,Não,Não,7.917,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-800,0,Q,Aluno-800,2014,8,Menino,2022,Escola Pública,6.818,8.0,5.4,7.5,6.1,6.3,5.8,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-801,0,Q,Aluno-801,2013,9,Menino,2022,Escola Pública,6.644,7.0,6.6,7.5,6.8,7.2,6.3,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-802,0,Q,Aluno-802,2013,9,Menino,2021,Escola Pública,7.831,9.0,9.0,7.5,8.3,9.0,7.5,,Não,Não,8.333,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-803,0,Q,Aluno-803,2012,10,Menina,2022,Escola Pública,6.98,10.0,7.2,7.5,6.3,6.5,6.0,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-804,0,Q,Aluno-804,2012,10,Menino,2022,Escola Pública,6.848,10.0,8.4,6.3,4.8,5.5,4.0,,Não,Não,7.667,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-805,0,R,Aluno-805,2014,8,Menino,2021,Escola Pública,8.279,9.5,9.0,7.5,8.8,8.7,8.9,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-806,0,R,Aluno-806,2014,8,Menino,2022,Escola Pública,7.561,9.5,7.3,7.5,6.6,5.0,8.2,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-807,0,R,Aluno-807,2014,8,Menino,2022,Escola Pública,8.121,9.5,8.7,6.3,9.0,9.5,8.6,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-808,0,R,Aluno-808,2014,8,Menino,2022,Escola Pública,8.361,10.0,9.1,6.3,9.3,9.7,8.8,,Não,Não,8.0,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-809,0,R,Aluno-809,2015,7,Menino,2022,Escola Pública,7.259,10.0,6.6,6.3,6.3,5.5,7.1,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-810,0,R,Aluno-810,2014,8,Menino,2021,Escola Pública,7.887,8.5,9.1,5.0,9.6,9.7,9.5,,Não,Não,7.25,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-811,0,R,Aluno-811,2013,9,Menina,2021,Escola Pública,6.575,8.9,5.7,5.6,7.3,8.9,5.7,,Não,Não,7.667,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-812,0,R,Aluno-812,2014,8,Menino,2022,Escola Pública,7.497,9.0,8.1,5.6,7.4,8.3,6.6,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-813,0,S,Aluno-813,2014,8,Menino,2022,Escola Pública,7.093,9.5,6.5,6.9,6.0,6.7,5.3,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-814,0,S,Aluno-814,2013,9,Menino,2022,Escola Pública,7.592,8.9,9.0,6.9,7.5,7.8,7.2,,Não,Sim,8.417,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-815,0,S,Aluno-815,2013,9,Menino,2022,Escola Pública,6.81,10.0,7.9,5.6,6.5,7.7,5.3,,Não,Não,7.0,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-816,0,S,Aluno-816,2013,9,Menina,2022,Escola Pública,8.513,10.0,9.3,7.5,9.6,9.5,9.7,,Sim,Sim,9.417,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-817,0,S,Aluno-817,2014,8,Menina,2022,Escola Pública,7.819,10.0,8.7,6.3,7.1,7.7,6.5,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-818,0,S,Aluno-818,2015,7,Menino,2022,Escola Pública,7.483,9.5,7.3,7.5,6.2,6.5,5.8,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-819,0,S,Aluno-819,2014,8,Menino,2022,Escola Pública,7.741,10.0,7.9,7.5,7.3,8.0,6.5,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-820,0,T,Aluno-820,2013,9,Menino,2022,Escola Pública,7.417,9.5,10.0,6.9,6.0,7.7,4.3,,Não,Não,7.583,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-821,0,T,Aluno-821,2012,10,Menino,2022,Escola Pública,6.342,9.0,7.0,7.5,4.6,5.2,4.0,,Não,Não,6.917,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-822,0,T,Aluno-822,2012,10,Menino,2022,Escola Pública,6.922,8.0,8.4,7.5,6.1,6.5,5.7,,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-823,0,T,Aluno-823,2012,10,Menina,2021,Escola Pública,5.989,10.0,6.0,7.5,2.8,4.0,1.7,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-824,0,T,Aluno-824,2014,8,Menino,2022,Escola Pública,6.799,10.0,4.4,6.9,6.0,7.0,5.0,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-825,0,T,Aluno-825,2013,9,Menina,2021,Escola Pública,7.25,7.5,8.2,6.9,7.6,8.3,6.8,,Não,Não,7.917,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-826,0,U,Aluno-826,2014,8,Menino,2022,Escola Pública,7.776,9.5,9.6,7.5,5.4,4.3,6.5,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-827,0,U,Aluno-827,2012,10,Menina,2022,Escola Pública,7.412,9.5,7.0,7.5,7.6,7.7,7.5,,Não,Sim,8.667,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-828,0,U,Aluno-828,2013,9,Menina,2022,Escola Pública,7.139,9.5,7.1,7.5,6.9,7.3,6.5,,Não,Não,7.833,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-829,0,U,Aluno-829,2014,8,Menina,2022,Escola Pública,8.003,9.0,8.6,7.5,7.8,8.2,7.5,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-830,0,U,Aluno-830,2013,9,Menina,2022,Escola Pública,7.234,10.0,8.6,7.5,6.0,5.8,6.2,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-831,0,U,Aluno-831,2013,9,Menino,2022,Escola Pública,7.41,9.5,9.2,7.5,7.2,7.3,7.0,,Não,Não,7.167,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
